"10111	24 Apr 24	16:13:00	51	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"10112	24 Apr 24	16:14:00	24	0	1	0	Ct	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"10113	24 Apr 24	16:15:00	1	0	1	0	Ct	0	1	0	4	0	0	8	0	3	0	0	0	0	3	0	6	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0"
"10114	24 Apr 24	16:16:00	1	0	1	0	Ct	0	1	0	2	0	0	8	2	5	0	0	0	0	4	0	2	0	0	5	6	0	4	3	0	0	0	0	0	0	0	0	0	0	0"
"10115	24 Apr 24	16:17:00	1	0	1	0	Ct	0	1	3	0	0	0	5	2	0	0	0	0	5	9	0	3	0	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0"
"10116	24 Apr 24	16:18:00	1	0	1	0	Ct	0	1	3	0	0	0	4	5	0	0	0	0	9	6	0	9	0	0	2	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0"
"10117	24 Apr 24	16:19:00	1	0	1	0	Ct	0	1	1	0	0	1	5	0	0	0	0	0	5	2	0	6	0	0	2	4	3	0	4	0	0	0	0	0	0	0	0	0	0	0"
"10118	24 Apr 24	16:20:00	1	0	1	0	Ct	0	1	0	0	0	4	5	1	0	0	0	0	7	0	0	4	0	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0"
"10119	24 Apr 24	16:21:00	1	0	1	0	Ct	0	1	0	0	2	4	3	4	0	0	0	0	3	0	0	4	0	0	2	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0"
"10120	24 Apr 24	16:22:00	1	0	1	0	Ct	0	1	0	0	3	7	1	3	0	0	0	0	1	0	0	4	0	0	0	3	0	0	3	4	0	0	0	0	0	0	0	0	0	0"
"10121	24 Apr 24	16:23:00	1	0	1	0	Ct	0	1	0	0	3	1	6	2	0	0	0	0	4	0	0	5	0	0	0	2	0	0	2	4	0	0	0	0	0	0	0	0	0	0"
"10122	24 Apr 24	16:24:00	1	0	1	0	Ct	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	3	0	0	0	1	0	0	8	5	0	0	0	0	0	0	0	0	0	0"
"10123	24 Apr 24	16:25:00	1	0	1	0	Ct	0	1	0	0	0	0	3	0	0	0	0	0	2	0	0	4	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0"
"10124	24 Apr 24	16:26:00	1	0	1	0	Ct	0	1	0	0	0	0	3	1	0	0	0	0	2	0	0	1	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0"
"10125	24 Apr 24	16:27:00	1	0	1	0	Ct	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	16	0	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0"
"10126	24 Apr 24	16:28:00	1	0	1	0	Ct	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0"
"10127	24 Apr 24	16:29:00	1	0	1	0	Ct	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0"
"10128	24 Apr 24	16:30:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0"
"10129	24 Apr 24	16:31:00	1	0	1	0	Ct	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	12	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0"
"10130	24 Apr 24	16:32:00	1	0	1	0	Ct	0	1	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0"
"10131	24 Apr 24	16:33:00	1	0	1	0	Ct	0	1	4	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"10132	24 Apr 24	16:34:00	1	0	1	0	Ct	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0"
"10133	24 Apr 24	16:35:00	1	0	1	0	Ct	0	1	0	0	13	3	0	0	0	0	0	0	0	0	0	37	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0"
"10134	24 Apr 24	16:36:00	1	0	1	0	Ct	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"10135	24 Apr 24	16:37:00	1	0	1	0	Ct	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0"
"10136	24 Apr 24	16:38:00	1	0	1	0	Ct	0	1	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	0	0	0	0	0	0	0"
"10137	24 Apr 24	16:39:00	1	0	1	0	Ct	0	1	2	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"10138	24 Apr 24	16:40:00	1	0	1	0	Ct	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"10139	24 Apr 24	16:41:00	1	0	1	0	Ct	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"10140	24 Apr 24	16:42:00	1	0	1	0	Ct	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"10141	24 Apr 24	16:43:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"10142	24 Apr 24	16:44:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"10143	24 Apr 24	16:45:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"10144	24 Apr 24	16:46:00	1	0	1	0	Ct	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"10145	24 Apr 24	16:47:00	1	0	1	0	Ct	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"10146	24 Apr 24	16:48:00	1	0	1	0	Ct	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"10147	24 Apr 24	16:49:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
