"1	27 Mar 24	09:45:00	1	0	1	0	Ct	0	1	0	0	1	3	5	1	0	4	0	0	0	0	11	0	0	0	5	0	10	0	0	4	0	0	0	0	0	0	0	0	0	0"
"2	27 Mar 24	09:46:00	1	0	1	0	Ct	0	1	0	0	0	0	4	0	0	7	0	0	0	0	2	0	9	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0"
"3	27 Mar 24	09:47:00	1	0	1	0	Ct	0	1	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0"
"4	27 Mar 24	09:48:00	1	0	1	0	Ct	0	1	0	0	1	0	2	0	0	1	0	0	0	0	4	0	1	0	0	0	6	1	0	3	0	0	0	0	0	0	0	0	0	0"
"5	27 Mar 24	09:49:00	1	0	1	0	Ct	0	1	0	0	1	0	2	0	0	4	0	0	0	0	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0"
"6	27 Mar 24	09:50:00	1	0	1	0	Ct	0	1	1	0	1	0	5	0	0	1	0	0	0	0	5	0	1	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0"
"7	27 Mar 24	09:51:00	1	0	1	0	Ct	0	1	3	0	8	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	1	3	0	2	0	0	0	0	0	0	0	0	0	0"
"8	27 Mar 24	09:52:00	1	0	1	0	Ct	0	1	2	0	2	0	1	0	0	0	0	0	0	0	5	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0"
"9	27 Mar 24	09:53:00	1	0	1	0	Ct	0	1	1	0	0	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0"
"10	27 Mar 24	09:54:00	1	0	1	0	Ct	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0"
"11	27 Mar 24	09:55:00	1	0	1	0	Ct	0	1	1	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0"
"12	27 Mar 24	09:56:00	1	0	1	0	Ct	0	1	1	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0"
"13	27 Mar 24	09:57:00	1	0	1	0	Ct	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"14	27 Mar 24	09:58:00	1	0	1	0	Ct	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0"
"15	27 Mar 24	09:59:00	1	0	1	0	Ct	0	1	1	0	0	0	1	0	0	2	0	0	0	0	23	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0"
"16	27 Mar 24	10:00:00	1	0	1	0	Ct	0	1	1	0	0	0	4	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0"
"17	27 Mar 24	10:01:00	1	0	1	0	Ct	0	1	0	0	0	0	0	0	0	3	0	0	0	0	24	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0"
"18	27 Mar 24	10:02:00	1	0	1	0	Ct	0	1	0	0	0	0	3	0	0	3	0	0	0	0	3	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0"
"19	27 Mar 24	10:03:00	1	0	1	0	Ct	0	1	0	0	0	0	10	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0"
"20	27 Mar 24	10:04:00	1	0	1	0	Ct	0	1	0	0	0	2	1	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0"
"21	27 Mar 24	10:05:00	1	0	1	0	Ct	0	1	0	0	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0"
"22	27 Mar 24	10:06:00	1	0	1	0	Ct	0	1	0	0	8	3	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0"
"23	27 Mar 24	10:07:00	1	0	1	0	Ct	0	1	1	0	3	5	22	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0"
"24	27 Mar 24	10:08:00	1	0	1	0	Ct	0	1	0	0	1	7	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0"
