Index,Day,Time,Light,Sp1,Sp2,Sp3,Sp4,Sp5,Sp6,Sp7,Sp11,Sp12,Sp14,Sp15,Sp17,Sp18,Sp19,Sp21,Sp22,Sp23
100,1,2024-03-13 20:47:00,0,0,0,0,12,0,0,1,0,7,9,0,2,1,0,0,0,0
101,1,2024-03-13 20:48:00,0,0,0,6,13,0,0,9,0,1,3,0,0,0,3,0,0,2
102,1,2024-03-13 20:49:00,0,0,0,4,10,0,0,3,0,0,8,0,2,0,0,0,0,0
103,1,2024-03-13 20:50:00,0,0,0,3,12,0,0,0,0,0,0,0,2,0,3,0,0,0
104,1,2024-03-13 20:51:00,0,0,0,8,1,0,0,0,1,0,29,0,1,0,2,2,0,0
105,1,2024-03-13 20:52:00,0,0,0,4,0,0,0,0,4,0,8,0,1,0,0,2,0,0
106,1,2024-03-13 20:53:00,0,0,0,11,0,0,0,5,3,0,14,0,2,0,0,1,0,0
107,1,2024-03-13 20:54:00,0,0,10,0,14,0,0,9,0,1,10,0,2,0,0,1,0,0
108,1,2024-03-13 20:55:00,0,0,4,3,8,0,0,6,7,0,19,0,1,0,10,5,0,0
109,1,2024-03-13 20:56:00,0,0,1,7,4,0,0,6,0,0,11,0,1,0,0,1,0,0
110,1,2024-03-13 20:57:00,0,0,2,0,0,0,0,8,9,0,11,0,2,0,0,0,0,0
111,1,2024-03-13 20:58:00,0,0,0,12,4,0,0,8,0,0,0,0,0,0,0,0,0,0
112,1,2024-03-13 20:59:00,0,0,1,3,2,0,0,0,0,0,0,0,3,0,1,0,0,0
113,1,2024-03-13 21:00:00,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,6,0
114,1,2024-03-13 21:01:00,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0
115,1,2024-03-13 21:02:00,0,0,10,2,0,0,0,7,0,0,0,0,1,0,7,0,2,0
116,1,2024-03-13 21:03:00,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0
117,1,2024-03-13 21:04:00,0,0,4,15,0,0,0,0,0,0,0,0,2,0,0,0,6,0
118,1,2024-03-13 21:05:00,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
119,1,2024-03-13 21:06:00,0,0,12,5,0,0,0,6,0,0,0,0,2,0,0,0,0,0
120,1,2024-03-13 21:07:00,0,0,11,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0
121,1,2024-03-13 21:08:00,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0
122,1,2024-03-13 21:09:00,0,0,15,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
123,1,2024-03-13 21:10:00,0,0,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
124,1,2024-03-13 21:11:00,0,0,25,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0
125,1,2024-03-13 21:12:00,0,0,3,5,0,0,0,0,2,8,0,0,0,0,0,0,0,0
126,1,2024-03-13 21:13:00,0,0,0,3,0,0,0,0,4,6,0,0,2,1,4,0,0,0
127,1,2024-03-13 21:14:00,0,0,18,0,0,0,0,3,5,6,0,0,0,1,7,0,0,0
128,1,2024-03-13 21:15:00,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0
129,1,2024-03-13 21:16:00,0,0,15,0,0,0,0,5,1,1,0,0,0,1,0,0,0,0
130,1,2024-03-13 21:17:00,0,0,13,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0
131,1,2024-03-13 21:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,1,2024-03-13 21:19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
133,1,2024-03-13 21:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1,2024-03-13 21:21:00,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0
135,1,2024-03-13 21:22:00,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
136,1,2024-03-13 21:23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
137,1,2024-03-13 21:24:00,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
138,1,2024-03-13 21:25:00,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0
139,1,2024-03-13 21:26:00,0,0,0,0,0,8,0,0,0,0,4,0,0,0,3,0,0,0
140,1,2024-03-13 21:27:00,0,0,0,2,0,8,0,0,0,0,20,0,0,0,0,0,0,0
141,1,2024-03-13 21:28:00,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0
142,1,2024-03-13 21:29:00,0,0,0,8,0,6,0,0,0,0,0,1,0,0,6,0,0,1
143,1,2024-03-13 21:30:00,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0
144,1,2024-03-13 21:31:00,0,0,0,4,0,6,0,0,0,0,13,3,0,0,0,0,2,0
145,1,2024-03-13 21:32:00,0,0,0,12,0,21,0,0,0,0,17,0,0,0,0,0,3,1
146,1,2024-03-13 21:33:00,0,0,0,11,0,2,0,0,0,0,9,0,0,0,0,0,2,1
147,1,2024-03-13 21:34:00,0,0,0,0,0,6,0,0,0,0,10,0,0,0,7,0,0,0
148,1,2024-03-13 21:35:00,0,0,0,7,0,0,0,0,0,0,9,0,0,0,3,0,1,0
149,1,2024-03-13 21:36:00,0,0,0,2,0,7,0,0,0,0,6,0,0,0,0,0,0,1
150,1,2024-03-13 21:37:00,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,9,0
151,1,2024-03-13 21:38:00,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,0,2,0
152,1,2024-03-13 21:39:00,0,0,0,6,0,0,4,0,0,0,7,0,0,0,7,2,0,0
153,1,2024-03-13 21:40:00,0,0,0,0,0,0,0,0,0,12,8,0,0,0,3,2,4,0
154,1,2024-03-13 21:41:00,0,0,0,14,0,0,0,0,0,3,4,0,0,0,0,0,0,0
155,1,2024-03-13 21:42:00,0,0,0,7,0,0,0,0,0,0,26,0,0,0,0,3,0,0
156,1,2024-03-13 21:43:00,0,0,5,8,0,7,0,0,0,0,18,0,0,0,0,0,0,0
157,1,2024-03-13 21:44:00,0,0,13,7,0,0,0,0,0,0,16,0,0,0,0,4,2,0
158,1,2024-03-13 21:45:00,0,0,21,1,0,3,0,0,0,1,5,0,0,0,0,1,0,0
159,1,2024-03-13 21:46:00,0,0,21,0,0,14,0,0,0,8,12,0,0,0,0,3,0,0
160,1,2024-03-13 21:47:00,0,0,0,4,0,2,0,0,0,11,15,0,0,0,4,0,0,0
161,1,2024-03-13 21:48:00,0,0,6,0,0,12,0,0,0,2,10,0,0,0,5,0,0,0
162,1,2024-03-13 21:49:00,0,0,10,0,0,9,0,0,0,0,9,0,0,0,5,0,0,0
163,1,2024-03-13 21:50:00,0,0,6,0,0,3,1,0,5,0,20,0,0,0,0,0,0,1
164,1,2024-03-13 21:51:00,0,0,14,0,0,10,0,0,0,0,19,0,0,0,0,0,0,0
165,1,2024-03-13 21:52:00,0,0,25,0,0,2,5,0,2,0,2,0,2,0,0,0,0,1
166,1,2024-03-13 21:53:00,0,0,8,0,0,4,3,0,0,0,14,0,2,0,0,0,0,0
167,1,2024-03-13 21:54:00,0,0,14,0,0,9,3,0,7,0,4,0,1,0,0,0,0,2
168,1,2024-03-13 21:55:00,0,0,15,0,0,12,7,0,0,0,9,0,1,0,0,0,0,0
169,1,2024-03-13 21:56:00,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1
170,1,2024-03-13 21:57:00,0,0,0,0,0,1,0,0,2,0,20,0,1,0,0,0,0,0
171,1,2024-03-13 21:58:00,0,0,4,0,0,4,0,0,3,0,1,0,0,0,2,0,0,0
172,1,2024-03-13 21:59:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
173,1,2024-03-13 22:00:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
174,1,2024-03-13 22:01:00,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
175,1,2024-03-13 22:02:00,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0
176,1,2024-03-13 22:03:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
177,1,2024-03-13 22:04:00,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
178,1,2024-03-13 22:05:00,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
179,1,2024-03-13 22:06:00,0,0,0,1,0,0,0,0,0,14,0,0,2,0,0,0,0,0
180,1,2024-03-13 22:07:00,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0
181,1,2024-03-13 22:08:00,0,0,0,11,8,0,0,0,0,15,0,0,1,0,0,0,0,0
182,1,2024-03-13 22:09:00,0,0,0,6,4,0,0,0,0,7,0,0,0,1,0,0,0,0
183,1,2024-03-13 22:10:00,0,0,0,13,8,0,0,0,0,0,6,0,0,0,0,0,0,0
184,1,2024-03-13 22:11:00,0,0,0,6,6,0,0,0,0,0,6,0,0,0,0,0,0,0
185,1,2024-03-13 22:12:00,0,0,0,5,10,0,0,0,0,0,20,0,0,0,0,0,0,0
186,1,2024-03-13 22:13:00,0,0,0,3,12,0,0,0,0,0,6,0,0,0,0,0,0,0
187,1,2024-03-13 22:14:00,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1
188,1,2024-03-13 22:15:00,0,0,0,6,17,0,0,0,0,0,9,0,0,0,0,0,0,0
189,1,2024-03-13 22:16:00,0,0,0,7,4,0,0,0,0,0,3,0,0,0,0,0,0,0
190,1,2024-03-13 22:17:00,0,0,0,10,1,0,0,0,0,0,15,0,0,0,0,0,0,1
191,1,2024-03-13 22:18:00,0,0,0,8,11,0,0,0,0,0,14,0,0,0,3,0,0,1
192,1,2024-03-13 22:19:00,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1,2024-03-13 22:20:00,0,0,0,7,6,0,0,0,0,0,2,0,0,0,0,0,0,1
194,1,2024-03-13 22:21:00,0,0,0,0,5,0,0,0,0,0,10,0,0,5,0,0,0,1
195,1,2024-03-13 22:22:00,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0
196,1,2024-03-13 22:23:00,0,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0
197,1,2024-03-13 22:24:00,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0
198,1,2024-03-13 22:25:00,0,0,0,0,3,0,0,0,0,0,9,0,0,0,6,0,0,0
199,1,2024-03-13 22:26:00,0,0,0,0,14,0,0,5,0,0,5,0,0,0,2,0,0,0
200,1,2024-03-13 22:27:00,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0
201,1,2024-03-13 22:28:00,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,0
202,1,2024-03-13 22:29:00,0,0,0,0,7,0,0,0,0,0,6,0,0,0,5,0,0,0
203,1,2024-03-13 22:30:00,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1,2024-03-13 22:31:00,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0
205,1,2024-03-13 22:32:00,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0
206,1,2024-03-13 22:33:00,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0
207,1,2024-03-13 22:34:00,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0
208,1,2024-03-13 22:35:00,0,0,0,0,6,0,0,0,0,0,4,0,0,0,1,0,0,0
209,1,2024-03-13 22:36:00,0,0,0,0,5,0,0,0,0,0,8,0,0,0,1,0,0,0
210,1,2024-03-13 22:37:00,0,0,0,0,4,0,0,0,0,0,3,0,0,0,2,2,0,0
211,1,2024-03-13 22:38:00,0,0,0,0,11,0,0,0,0,0,9,0,0,0,1,1,0,0
212,1,2024-03-13 22:39:00,0,0,0,0,9,0,0,0,0,0,7,0,0,0,1,0,0,0
213,1,2024-03-13 22:40:00,0,0,0,0,7,0,0,0,1,0,3,0,0,0,0,1,0,0
214,1,2024-03-13 22:41:00,0,0,0,0,0,0,0,0,2,0,5,0,0,0,2,1,0,0
215,1,2024-03-13 22:42:00,0,0,0,0,0,0,0,0,0,0,13,1,0,0,1,2,0,0
216,1,2024-03-13 22:43:00,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,2,0,0
217,1,2024-03-13 22:44:00,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
218,1,2024-03-13 22:45:00,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,1,0,0
219,1,2024-03-13 22:46:00,0,0,0,0,0,7,0,0,0,1,3,3,0,0,0,0,0,0
220,1,2024-03-13 22:47:00,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,2,0,0
221,1,2024-03-13 22:48:00,0,0,0,0,0,33,0,0,0,4,5,0,0,0,0,2,0,0
222,1,2024-03-13 22:49:00,0,0,0,0,0,25,0,0,0,0,3,0,0,0,0,2,0,0
223,1,2024-03-13 22:50:00,0,0,0,0,0,3,0,0,0,11,7,0,0,0,0,2,0,0
224,1,2024-03-13 22:51:00,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,2,0,0
225,1,2024-03-13 22:52:00,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
226,1,2024-03-13 22:53:00,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
227,1,2024-03-13 22:54:00,0,0,0,0,0,4,0,0,0,15,1,0,0,0,0,2,0,0
228,1,2024-03-13 22:55:00,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0
229,1,2024-03-13 22:56:00,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0
230,1,2024-03-13 22:57:00,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
231,1,2024-03-13 22:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1,2024-03-13 22:59:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
233,1,2024-03-13 23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
234,1,2024-03-13 23:01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,1,2024-03-13 23:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1,2024-03-13 23:03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
237,1,2024-03-13 23:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
238,1,2024-03-13 23:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
239,1,2024-03-13 23:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240,1,2024-03-13 23:07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
241,1,2024-03-13 23:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
242,1,2024-03-13 23:09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,1,2024-03-13 23:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
244,1,2024-03-13 23:11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
245,1,2024-03-13 23:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
246,1,2024-03-13 23:13:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
247,1,2024-03-13 23:14:00,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
248,1,2024-03-13 23:15:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
249,1,2024-03-13 23:16:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
250,1,2024-03-13 23:17:00,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
251,1,2024-03-13 23:18:00,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
252,1,2024-03-13 23:19:00,0,0,14,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
253,1,2024-03-13 23:20:00,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254,1,2024-03-13 23:21:00,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
255,1,2024-03-13 23:22:00,0,0,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
256,1,2024-03-13 23:23:00,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
257,1,2024-03-13 23:24:00,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
258,1,2024-03-13 23:25:00,0,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
259,1,2024-03-13 23:26:00,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0
260,1,2024-03-13 23:27:00,0,0,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
261,1,2024-03-13 23:28:00,0,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
