Index,Day,Time,Light,Sp4,Sp5,Sp9,Sp10,Sp11,Sp12,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp21,Sp25
22104,3,2024-05-03 00:06:00,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22105,3,2024-05-03 00:07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22106,3,2024-05-03 00:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22107,3,2024-05-03 00:09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22108,3,2024-05-03 00:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22109,3,2024-05-03 00:11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22110,3,2024-05-03 00:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22111,3,2024-05-03 00:13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22112,3,2024-05-03 00:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22113,3,2024-05-03 00:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22114,3,2024-05-03 00:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22115,3,2024-05-03 00:17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22116,3,2024-05-03 00:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22117,3,2024-05-03 00:19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22118,3,2024-05-03 00:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22119,3,2024-05-03 00:21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22120,3,2024-05-03 00:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22121,3,2024-05-03 00:23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
22122,3,2024-05-03 00:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22123,3,2024-05-03 00:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22124,3,2024-05-03 00:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22125,3,2024-05-03 00:27:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22126,3,2024-05-03 00:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22127,3,2024-05-03 00:29:00,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22128,3,2024-05-03 00:30:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22129,3,2024-05-03 00:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22130,3,2024-05-03 00:32:00,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0
22131,3,2024-05-03 00:33:00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
22132,3,2024-05-03 00:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22133,3,2024-05-03 00:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22134,3,2024-05-03 00:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22135,3,2024-05-03 00:37:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22136,3,2024-05-03 00:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
22137,3,2024-05-03 00:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22138,3,2024-05-03 00:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22139,3,2024-05-03 00:41:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22140,3,2024-05-03 00:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22141,3,2024-05-03 00:43:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22142,3,2024-05-03 00:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22143,3,2024-05-03 00:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22144,3,2024-05-03 00:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22145,3,2024-05-03 00:47:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22146,3,2024-05-03 00:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22147,3,2024-05-03 00:49:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22148,3,2024-05-03 00:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22149,3,2024-05-03 00:51:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22150,3,2024-05-03 00:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22151,3,2024-05-03 00:53:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22152,3,2024-05-03 00:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22153,3,2024-05-03 00:55:00,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
22154,3,2024-05-03 00:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22155,3,2024-05-03 00:57:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22156,3,2024-05-03 00:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22157,3,2024-05-03 00:59:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
22158,3,2024-05-03 01:00:00,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
22159,3,2024-05-03 01:01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22160,3,2024-05-03 01:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22161,3,2024-05-03 01:03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22162,3,2024-05-03 01:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22163,3,2024-05-03 01:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22164,3,2024-05-03 01:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22165,3,2024-05-03 01:07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22166,3,2024-05-03 01:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22167,3,2024-05-03 01:09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22168,3,2024-05-03 01:10:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22169,3,2024-05-03 01:11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22170,3,2024-05-03 01:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22171,3,2024-05-03 01:13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22172,3,2024-05-03 01:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22173,3,2024-05-03 01:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22174,3,2024-05-03 01:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22175,3,2024-05-03 01:17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22176,3,2024-05-03 01:18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22177,3,2024-05-03 01:19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22178,3,2024-05-03 01:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22179,3,2024-05-03 01:21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22180,3,2024-05-03 01:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22181,3,2024-05-03 01:23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22182,3,2024-05-03 01:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22183,3,2024-05-03 01:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22184,3,2024-05-03 01:26:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22185,3,2024-05-03 01:27:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22186,3,2024-05-03 01:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22187,3,2024-05-03 01:29:00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22188,3,2024-05-03 01:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22189,3,2024-05-03 01:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22190,3,2024-05-03 01:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22191,3,2024-05-03 01:33:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22192,3,2024-05-03 01:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22193,3,2024-05-03 01:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22194,3,2024-05-03 01:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22195,3,2024-05-03 01:37:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22196,3,2024-05-03 01:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22197,3,2024-05-03 01:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22198,3,2024-05-03 01:40:00,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
22199,3,2024-05-03 01:41:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22200,3,2024-05-03 01:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22201,3,2024-05-03 01:43:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22202,3,2024-05-03 01:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22203,3,2024-05-03 01:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22204,3,2024-05-03 01:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22205,3,2024-05-03 01:47:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22206,3,2024-05-03 01:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22207,3,2024-05-03 01:49:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22208,3,2024-05-03 01:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22209,3,2024-05-03 01:51:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22210,3,2024-05-03 01:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22211,3,2024-05-03 01:53:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22212,3,2024-05-03 01:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22213,3,2024-05-03 01:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22214,3,2024-05-03 01:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22215,3,2024-05-03 01:57:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22216,3,2024-05-03 01:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22217,3,2024-05-03 01:59:00,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
22218,3,2024-05-03 02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22219,3,2024-05-03 02:01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22220,3,2024-05-03 02:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22221,3,2024-05-03 02:03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22222,3,2024-05-03 02:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22223,3,2024-05-03 02:05:00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
22224,3,2024-05-03 02:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22225,3,2024-05-03 02:07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22226,3,2024-05-03 02:08:00,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
22227,3,2024-05-03 02:09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22228,3,2024-05-03 02:10:00,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
22229,3,2024-05-03 02:11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22230,3,2024-05-03 02:12:00,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0
22231,3,2024-05-03 02:13:00,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0
22232,3,2024-05-03 02:14:00,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
22233,3,2024-05-03 02:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22234,3,2024-05-03 02:16:00,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
22235,3,2024-05-03 02:17:00,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
22236,3,2024-05-03 02:18:00,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
22237,3,2024-05-03 02:19:00,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
22238,3,2024-05-03 02:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22239,3,2024-05-03 02:21:00,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
22240,3,2024-05-03 02:22:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22241,3,2024-05-03 02:23:00,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
22242,3,2024-05-03 02:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22243,3,2024-05-03 02:25:00,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0
22244,3,2024-05-03 02:26:00,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
22245,3,2024-05-03 02:27:00,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0
22246,3,2024-05-03 02:28:00,0,0,0,0,0,10,0,0,0,0,0,21,0,0,0
22247,3,2024-05-03 02:29:00,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
22248,3,2024-05-03 02:30:00,0,0,0,0,0,12,0,0,0,2,0,9,0,0,0
22249,3,2024-05-03 02:31:00,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
22250,3,2024-05-03 02:32:00,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0
22251,3,2024-05-03 02:33:00,0,0,0,0,0,7,0,0,0,0,0,16,0,0,0
22252,3,2024-05-03 02:34:00,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
22253,3,2024-05-03 02:35:00,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
22254,3,2024-05-03 02:36:00,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0
22255,3,2024-05-03 02:37:00,0,0,0,0,0,1,0,0,0,7,0,4,0,0,0
22256,3,2024-05-03 02:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22257,3,2024-05-03 02:39:00,0,0,0,0,0,3,5,0,0,4,0,0,0,0,0
22258,3,2024-05-03 02:40:00,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0
22259,3,2024-05-03 02:41:00,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0
22260,3,2024-05-03 02:42:00,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
22261,3,2024-05-03 02:43:00,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
22262,3,2024-05-03 02:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22263,3,2024-05-03 02:45:00,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
22264,3,2024-05-03 02:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22265,3,2024-05-03 02:47:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22266,3,2024-05-03 02:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22267,3,2024-05-03 02:49:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22268,3,2024-05-03 02:50:00,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
22269,3,2024-05-03 02:51:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22270,3,2024-05-03 02:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22271,3,2024-05-03 02:53:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22272,3,2024-05-03 02:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22273,3,2024-05-03 02:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22274,3,2024-05-03 02:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22275,3,2024-05-03 02:57:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22276,3,2024-05-03 02:58:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22277,3,2024-05-03 02:59:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22278,3,2024-05-03 03:00:00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
22279,3,2024-05-03 03:01:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
22280,3,2024-05-03 03:02:00,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
22281,3,2024-05-03 03:03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22282,3,2024-05-03 03:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22283,3,2024-05-03 03:05:00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
22284,3,2024-05-03 03:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22285,3,2024-05-03 03:07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22286,3,2024-05-03 03:08:00,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
22287,3,2024-05-03 03:09:00,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
22288,3,2024-05-03 03:10:00,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
22289,3,2024-05-03 03:11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
22290,3,2024-05-03 03:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22291,3,2024-05-03 03:13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22292,3,2024-05-03 03:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22293,3,2024-05-03 03:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22294,3,2024-05-03 03:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22295,3,2024-05-03 03:17:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22296,3,2024-05-03 03:18:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22297,3,2024-05-03 03:19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22298,3,2024-05-03 03:20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22299,3,2024-05-03 03:21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22300,3,2024-05-03 03:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22301,3,2024-05-03 03:23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22302,3,2024-05-03 03:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22303,3,2024-05-03 03:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22304,3,2024-05-03 03:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22305,3,2024-05-03 03:27:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22306,3,2024-05-03 03:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22307,3,2024-05-03 03:29:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22308,3,2024-05-03 03:30:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22309,3,2024-05-03 03:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22310,3,2024-05-03 03:32:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22311,3,2024-05-03 03:33:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22312,3,2024-05-03 03:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22313,3,2024-05-03 03:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22314,3,2024-05-03 03:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22315,3,2024-05-03 03:37:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22316,3,2024-05-03 03:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22317,3,2024-05-03 03:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22318,3,2024-05-03 03:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22319,3,2024-05-03 03:41:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22320,3,2024-05-03 03:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22321,3,2024-05-03 03:43:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22322,3,2024-05-03 03:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22323,3,2024-05-03 03:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22324,3,2024-05-03 03:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22325,3,2024-05-03 03:47:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22326,3,2024-05-03 03:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22327,3,2024-05-03 03:49:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22328,3,2024-05-03 03:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22329,3,2024-05-03 03:51:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22330,3,2024-05-03 03:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22331,3,2024-05-03 03:53:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22332,3,2024-05-03 03:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22333,3,2024-05-03 03:55:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22334,3,2024-05-03 03:56:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22335,3,2024-05-03 03:57:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22336,3,2024-05-03 03:58:00,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
22337,3,2024-05-03 03:59:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22338,3,2024-05-03 04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22339,3,2024-05-03 04:01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22340,3,2024-05-03 04:02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22341,3,2024-05-03 04:03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22342,3,2024-05-03 04:04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22343,3,2024-05-03 04:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22344,3,2024-05-03 04:06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22345,3,2024-05-03 04:07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22346,3,2024-05-03 04:08:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22347,3,2024-05-03 04:09:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22348,3,2024-05-03 04:10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22349,3,2024-05-03 04:11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22350,3,2024-05-03 04:12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22351,3,2024-05-03 04:13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22352,3,2024-05-03 04:14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22353,3,2024-05-03 04:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22354,3,2024-05-03 04:16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22355,3,2024-05-03 04:17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22356,3,2024-05-03 04:18:00,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
22357,3,2024-05-03 04:19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22358,3,2024-05-03 04:20:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22359,3,2024-05-03 04:21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22360,3,2024-05-03 04:22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22361,3,2024-05-03 04:23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22362,3,2024-05-03 04:24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22363,3,2024-05-03 04:25:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22364,3,2024-05-03 04:26:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22365,3,2024-05-03 04:27:00,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
22366,3,2024-05-03 04:28:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22367,3,2024-05-03 04:29:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22368,3,2024-05-03 04:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22369,3,2024-05-03 04:31:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22370,3,2024-05-03 04:32:00,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
22371,3,2024-05-03 04:33:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22372,3,2024-05-03 04:34:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22373,3,2024-05-03 04:35:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22374,3,2024-05-03 04:36:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22375,3,2024-05-03 04:37:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
22376,3,2024-05-03 04:38:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22377,3,2024-05-03 04:39:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22378,3,2024-05-03 04:40:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22379,3,2024-05-03 04:41:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22380,3,2024-05-03 04:42:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22381,3,2024-05-03 04:43:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22382,3,2024-05-03 04:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22383,3,2024-05-03 04:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22384,3,2024-05-03 04:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22385,3,2024-05-03 04:47:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22386,3,2024-05-03 04:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22387,3,2024-05-03 04:49:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22388,3,2024-05-03 04:50:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22389,3,2024-05-03 04:51:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22390,3,2024-05-03 04:52:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22391,3,2024-05-03 04:53:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22392,3,2024-05-03 04:54:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
